longitude,latitude,elevation
-117.63446140000224,34.60538800470972,890.0
-117.63446140000224,34.59640485186852,899.0
-117.63895297642283,34.587421699027324,905.0
-117.63446140000224,34.578438546186135,916.0
-117.63895297642283,34.56945539334494,927.0
-117.63446140000224,34.56047224050374,939.0
-117.63446140000224,34.54250593482135,946.0
-117.63446140000224,34.53352278198015,966.0
-117.63446140000224,34.52453962913896,977.0
-117.63446140000224,34.51555647629777,981.0
-117.63446140000224,34.50657332345657,1006.0
-117.63446140000224,34.497590170615375,1041.0
-117.63446140000224,34.48860701777418,1053.0
-117.63446140000224,34.47962386493298,1076.0
-117.63895297642283,34.470640712091786,1096.0
-117.63446140000224,34.4616575592506,1125.0
-117.63446140000224,34.4526744064094,1156.0
-117.63446140000224,34.443691253568204,1192.0
-117.63446140000224,34.43470810072701,1237.0
-117.63446140000224,34.42572494788581,1303.0
-117.63446140000224,34.416741795044615,1368.0
-117.63446140000224,34.40775864220342,1437.0
-117.63446140000224,34.39877548936223,1546.0
-117.63446140000224,34.38979233652103,1596.0
-117.63446140000224,34.38080918367984,1807.0
-117.63446140000224,34.37182603083864,1958.0
-117.63446140000224,34.362842877997444,1815.0
-117.63446140000224,34.35385972515625,1896.0
-117.63446140000224,34.34487657231506,2067.0
-117.63446140000224,34.33589341947386,2389.0
-117.63446140000224,34.326910266632666,2523.0
-117.63446140000224,34.31792711379147,2509.0
-117.63446140000224,34.30894396095027,2640.0
-117.63446140000224,34.29996080810908,2913.0
-117.63446140000224,34.29097765526789,2573.0
-117.63446140000224,34.28199450242669,2842.0
-117.63446140000224,34.273011349585495,2351.0
-117.63446140000224,34.2640281967443,1756.0
-117.63446140000224,34.2550450439031,1689.0
-117.63446140000224,34.246061891061906,1678.0
-117.63446140000224,34.23707873822071,1732.0
-117.63446140000224,34.22809558537952,2058.0
-117.63446140000224,34.219112432538324,2287.0
-117.63446140000224,34.21012927969713,2307.0
-117.63446140000224,34.20114612685593,1797.0
-117.63446140000224,34.192162974014735,1449.0
-117.63446140000224,34.18317982117354,1184.0
-117.63446140000224,34.17419666833235,1047.0
-117.63446140000224,34.16521351549115,794.0
-117.63446140000224,34.15623036264996,634.0
-117.63446140000224,34.14724720980876,562.0
-117.63446140000224,34.138264056967564,528.0
-117.63446140000224,34.12928090412637,472.0
-117.63446140000224,34.12029775128518,438.0
-117.63446140000224,34.11131459844398,399.0
-117.63446140000224,34.09334829276159,370.0
-117.63446140000224,34.08436513992039,352.0
-117.63446140000224,34.0753819870792,335.0
-117.63446140000224,34.066398834238,316.0
-117.63446140000224,34.05741568139681,308.0
-117.63446140000224,34.048432528555615,289.0
-117.63446140000224,34.03944937571442,262.0
-117.63446140000224,34.03046622287322,254.0
-117.63446140000224,34.021483070032026,238.0
-117.63446140000224,34.01249991719083,232.0
-117.63446140000224,34.00351676434964,221.0
-117.63446140000224,33.97656730582605,191.0
-117.63446140000224,33.967584152984855,184.0
-117.63446140000224,33.95860100014366,180.0
-117.63446140000224,33.94512627088187,173.0
-117.63446140000224,33.93165154162008,173.0
-117.62547824716103,35.79116417974748,659.0
-117.62547824716103,35.78218102690629,659.0
-117.62547824716103,35.7731978740651,661.0
-117.62547824716103,35.7597231448033,658.0
-117.62547824716103,35.74624841554151,648.0
-117.62547824716103,35.73726526270031,653.0
-117.62547824716103,35.728282109859116,657.0
-117.62547824716103,35.71929895701793,650.0
-117.62547824716103,35.71031580417673,647.0
-117.62547824716103,35.69234949849434,653.0
-117.62547824716103,35.68336634565314,659.0
-117.62547824716103,35.642942157867765,679.0
-117.62547824716103,35.62946742860597,677.0
-117.62547824716103,35.620484275764774,683.0
-117.62547824716103,35.61150112292358,703.0
-117.62547824716103,35.60251797008239,719.0
-117.62547824716103,35.59353481724119,741.0
-117.62547824716103,35.584551664399996,773.0
-117.62547824716103,35.5755685115588,797.0
-117.62547824716103,35.5665853587176,838.0
-117.62547824716103,35.55760220587641,891.0
-117.62547824716103,35.54861905303522,1003.0
-117.62547824716103,35.53963590019402,1098.0
-117.62547824716103,35.530652747352825,1037.0
-117.62547824716103,35.52166959451163,1025.0
-117.62547824716103,35.51268644167043,966.0
-117.62547824716103,35.503703288829236,951.0
-117.62547824716103,35.49472013598804,949.0
-117.62547824716103,35.48573698314685,966.0
-117.62547824716103,35.476753830305654,983.0
-117.62547824716103,35.46777067746446,1029.0
-117.62547824716103,35.45878752462326,1012.0
-117.62547824716103,35.449804371782065,963.0
-117.62547824716103,35.44082121894087,944.0
-117.62547824716103,35.43183806609968,924.0
-117.62547824716103,35.42285491325848,905.0
-117.62547824716103,35.40488860757609,995.0
-117.62547824716103,35.395905454734894,1001.0
-117.62547824716103,35.3869223018937,1050.0
-117.62547824716103,35.37793914905251,1151.0
-117.62547824716103,35.36895599621131,1082.0
-117.62547824716103,35.359972843370116,1147.0
-117.62547824716103,35.35098969052892,1144.0
-117.62547824716103,35.34200653768772,1132.0
-117.62547824716103,35.33302338484653,1129.0
-117.62547824716103,35.32404023200533,1099.0
-117.62547824716103,35.31505707916414,1055.0
-117.62547824716103,35.306073926322945,1004.0
-117.62547824716103,35.29709077348175,984.0
-117.62547824716103,35.28810762064055,967.0
-117.62547824716103,35.279124467799356,973.0
-117.62547824716103,35.27014131495816,984.0
-117.62547824716103,35.26115816211697,954.0
-117.62547824716103,35.252175009275774,932.0
-117.62547824716103,35.24319185643458,909.0
-117.62547824716103,35.23420870359338,895.0
-117.62547824716103,35.225225550752185,876.0
-117.62547824716103,35.21624239791099,868.0
-117.62547824716103,35.2072592450698,861.0
-117.62547824716103,35.1982760922286,855.0
-117.62547824716103,35.18929293938741,845.0
-117.62547824716103,35.18030978654621,848.0
-117.62547824716103,35.171326633705014,845.0
-117.62547824716103,35.16234348086382,847.0
-117.62547824716103,35.15336032802262,848.0
-117.62547824716103,35.14437717518143,838.0
-117.62547824716103,35.135394022340236,844.0
-117.62547824716103,35.12641086949904,863.0
-117.62547824716103,35.11742771665784,890.0
-117.62547824716103,35.10844456381665,901.0
-117.62547824716103,35.09946141097545,903.0
-117.62547824716103,35.09047825813426,916.0
-117.62547824716103,35.081495105293065,921.0
-117.62547824716103,35.07251195245187,839.0
-117.62547824716103,35.06352879961067,834.0
-117.62547824716103,35.054545646769476,843.0
-117.62547824716103,35.04556249392828,803.0
-117.62547824716103,35.036579341087084,787.0
-117.62547824716103,35.027596188245894,775.0
-117.62547824716103,35.0186130354047,763.0
-117.62547824716103,35.0096298825635,759.0
-117.62547824716103,35.000646729722305,755.0
-117.62547824716103,34.99166357688111,760.0
-117.62547824716103,34.98268042403991,770.0
-117.62547824716103,34.97369727119872,777.0
-117.62547824716103,34.96471411835753,823.0
-117.62547824716103,34.95573096551633,834.0
-117.62547824716103,34.946747812675135,813.0
-117.62547824716103,34.93776465983394,828.0
-117.62547824716103,34.92878150699274,848.0
-117.62547824716103,34.91979835415155,864.0
