GEOID,Geographic Area Name,Total,Total_Urban,Total_Rural,PercentageUrban
60710097251,Block Group 1; Census Tract 97.25; San Bernardino County; California,2532,2532,0,100
60710097252,Block Group 2; Census Tract 97.25; San Bernardino County; California,1681,1681,0,100
60710097253,Block Group 3; Census Tract 97.25; San Bernardino County; California,1453,1453,0,100
60710097261,Block Group 1; Census Tract 97.26; San Bernardino County; California,1394,1212,182,86.94404591
60710097262,Block Group 2; Census Tract 97.26; San Bernardino County; California,2080,1652,428,79.42307692
60710097271,Block Group 1; Census Tract 97.27; San Bernardino County; California,2184,2184,0,100
60710097272,Block Group 2; Census Tract 97.27; San Bernardino County; California,2415,2415,0,100
60710098001,Block Group 1; Census Tract 98; San Bernardino County; California,1197,1197,0,100
60710098002,Block Group 2; Census Tract 98; San Bernardino County; California,1011,1011,0,100
60710098003,Block Group 3; Census Tract 98; San Bernardino County; California,1464,1464,0,100
60710098004,Block Group 4; Census Tract 98; San Bernardino County; California,1379,1379,0,100
60710099061,Block Group 1; Census Tract 99.06; San Bernardino County; California,1949,1949,0,100
60710099062,Block Group 2; Census Tract 99.06; San Bernardino County; California,1735,1735,0,100
60710099063,Block Group 3; Census Tract 99.06; San Bernardino County; California,1717,1717,0,100
60710099081,Block Group 1; Census Tract 99.08; San Bernardino County; California,2702,2702,0,100
60710099082,Block Group 2; Census Tract 99.08; San Bernardino County; California,2568,2568,0,100
60710099101,Block Group 1; Census Tract 99.10; San Bernardino County; California,2129,2129,0,100
60710099102,Block Group 2; Census Tract 99.10; San Bernardino County; California,3120,3120,0,100
60710099111,Block Group 1; Census Tract 99.11; San Bernardino County; California,2446,2439,7,99.71381848
60710099112,Block Group 2; Census Tract 99.11; San Bernardino County; California,2003,2003,0,100
60710099113,Block Group 3; Census Tract 99.11; San Bernardino County; California,2650,2650,0,100
60710099121,Block Group 1; Census Tract 99.12; San Bernardino County; California,2117,2117,0,100
60710099122,Block Group 2; Census Tract 99.12; San Bernardino County; California,1515,1515,0,100
60710099123,Block Group 3; Census Tract 99.12; San Bernardino County; California,2063,2063,0,100
60710099131,Block Group 1; Census Tract 99.13; San Bernardino County; California,2138,2138,0,100
60710099132,Block Group 2; Census Tract 99.13; San Bernardino County; California,1863,1863,0,100
60710099133,Block Group 3; Census Tract 99.13; San Bernardino County; California,1192,970,222,81.37583893
60710099134,Block Group 4; Census Tract 99.13; San Bernardino County; California,1389,1389,0,100
60710099141,Block Group 1; Census Tract 99.14; San Bernardino County; California,1571,1571,0,100
60710099142,Block Group 2; Census Tract 99.14; San Bernardino County; California,1777,1777,0,100
60710099151,Block Group 1; Census Tract 99.15; San Bernardino County; California,1267,1267,0,100
60710099152,Block Group 2; Census Tract 99.15; San Bernardino County; California,1663,993,670,59.711365
60710099161,Block Group 1; Census Tract 99.16; San Bernardino County; California,1493,1493,0,100
60710099162,Block Group 2; Census Tract 99.16; San Bernardino County; California,2963,2963,0,100
60710099163,Block Group 3; Census Tract 99.16; San Bernardino County; California,1847,1847,0,100
60710099171,Block Group 1; Census Tract 99.17; San Bernardino County; California,1602,1602,0,100
60710099172,Block Group 2; Census Tract 99.17; San Bernardino County; California,2019,2019,0,100
60710099173,Block Group 3; Census Tract 99.17; San Bernardino County; California,2986,2986,0,100
60710099181,Block Group 1; Census Tract 99.18; San Bernardino County; California,1525,1525,0,100
60710099182,Block Group 2; Census Tract 99.18; San Bernardino County; California,2241,2241,0,100
60710100091,Block Group 1; Census Tract 100.09; San Bernardino County; California,1447,1346,101,93.02004147
60710100092,Block Group 2; Census Tract 100.09; San Bernardino County; California,901,901,0,100
60710100093,Block Group 3; Census Tract 100.09; San Bernardino County; California,2038,1586,452,77.82139352
60710100101,Block Group 1; Census Tract 100.10; San Bernardino County; California,1264,959,305,75.87025316
60710100102,Block Group 2; Census Tract 100.10; San Bernardino County; California,1449,1449,0,100
60710100103,Block Group 3; Census Tract 100.10; San Bernardino County; California,2125,2125,0,100
60710100104,Block Group 4; Census Tract 100.10; San Bernardino County; California,2291,2291,0,100
60710100111,Block Group 1; Census Tract 100.11; San Bernardino County; California,1806,1806,0,100
60710100112,Block Group 2; Census Tract 100.11; San Bernardino County; California,1784,1784,0,100
60710100113,Block Group 3; Census Tract 100.11; San Bernardino County; California,1787,1787,0,100
60710100121,Block Group 1; Census Tract 100.12; San Bernardino County; California,1230,1230,0,100
60710100122,Block Group 2; Census Tract 100.12; San Bernardino County; California,1780,1747,33,98.14606742
60710100123,Block Group 3; Census Tract 100.12; San Bernardino County; California,2218,2177,41,98.15148783
60710100141,Block Group 1; Census Tract 100.14; San Bernardino County; California,1128,1128,0,100
60710100142,Block Group 2; Census Tract 100.14; San Bernardino County; California,1891,1891,0,100
60710100143,Block Group 3; Census Tract 100.14; San Bernardino County; California,2001,2001,0,100
60710100151,Block Group 1; Census Tract 100.15; San Bernardino County; California,2562,2562,0,100
60710100152,Block Group 2; Census Tract 100.15; San Bernardino County; California,1700,1700,0,100
60710100153,Block Group 3; Census Tract 100.15; San Bernardino County; California,1678,1678,0,100
60710100161,Block Group 1; Census Tract 100.16; San Bernardino County; California,2631,2631,0,100
60710100162,Block Group 2; Census Tract 100.16; San Bernardino County; California,1502,1436,66,95.60585885
60710100163,Block Group 3; Census Tract 100.16; San Bernardino County; California,2095,2041,54,97.42243437
60710100191,Block Group 1; Census Tract 100.19; San Bernardino County; California,1823,1823,0,100
60710100192,Block Group 2; Census Tract 100.19; San Bernardino County; California,2469,2469,0,100
60710100193,Block Group 3; Census Tract 100.19; San Bernardino County; California,1372,1372,0,100
60710100211,Block Group 1; Census Tract 100.21; San Bernardino County; California,2301,2301,0,100
60710100212,Block Group 2; Census Tract 100.21; San Bernardino County; California,2298,2298,0,100
60710100213,Block Group 3; Census Tract 100.21; San Bernardino County; California,2590,2590,0,100
60710100221,Block Group 1; Census Tract 100.22; San Bernardino County; California,2727,2712,15,99.44994499
60710100222,Block Group 2; Census Tract 100.22; San Bernardino County; California,1815,1815,0,100
60710100231,Block Group 1; Census Tract 100.23; San Bernardino County; California,2947,2947,0,100
60710100232,Block Group 2; Census Tract 100.23; San Bernardino County; California,1569,1569,0,100
60710100233,Block Group 3; Census Tract 100.23; San Bernardino County; California,1883,1858,25,98.67233139
60710100241,Block Group 1; Census Tract 100.24; San Bernardino County; California,1163,1163,0,100
60710100242,Block Group 2; Census Tract 100.24; San Bernardino County; California,2219,2219,0,100
60710100243,Block Group 3; Census Tract 100.24; San Bernardino County; California,2329,1494,835,64.14770288
60710100271,Block Group 1; Census Tract 100.27; San Bernardino County; California,1326,1326,0,100
60710100272,Block Group 2; Census Tract 100.27; San Bernardino County; California,1440,1440,0,100
60710100273,Block Group 3; Census Tract 100.27; San Bernardino County; California,1200,1200,0,100
60710100281,Block Group 1; Census Tract 100.28; San Bernardino County; California,1749,1749,0,100
60710100282,Block Group 2; Census Tract 100.28; San Bernardino County; California,2704,2704,0,100
60710100291,Block Group 1; Census Tract 100.29; San Bernardino County; California,2434,2349,85,96.50780608
60710100292,Block Group 2; Census Tract 100.29; San Bernardino County; California,1861,1847,14,99.24771628
60710100301,Block Group 1; Census Tract 100.30; San Bernardino County; California,3070,3070,0,100
60710100311,Block Group 1; Census Tract 100.31; San Bernardino County; California,2930,2930,0,100
60710100312,Block Group 2; Census Tract 100.31; San Bernardino County; California,2169,2091,78,96.40387275
60710100321,Block Group 1; Census Tract 100.32; San Bernardino County; California,2490,2490,0,100
60710100322,Block Group 2; Census Tract 100.32; San Bernardino County; California,1009,1009,0,100
60710100323,Block Group 3; Census Tract 100.32; San Bernardino County; California,3047,3047,0,100
60710100331,Block Group 1; Census Tract 100.33; San Bernardino County; California,2002,2002,0,100
60710100341,Block Group 1; Census Tract 100.34; San Bernardino County; California,2144,1336,808,62.31343284
60710100342,Block Group 2; Census Tract 100.34; San Bernardino County; California,1394,253,1141,18.1492109
60710100343,Block Group 3; Census Tract 100.34; San Bernardino County; California,1323,478,845,36.13000756
60710100351,Block Group 1; Census Tract 100.35; San Bernardino County; California,1991,1991,0,100
60710100352,Block Group 2; Census Tract 100.35; San Bernardino County; California,1586,1586,0,100
60710100361,Block Group 1; Census Tract 100.36; San Bernardino County; California,2470,2470,0,100
60710100362,Block Group 2; Census Tract 100.36; San Bernardino County; California,2239,2239,0,100
60710100371,Block Group 1; Census Tract 100.37; San Bernardino County; California,2890,2890,0,100
60710100372,Block Group 2; Census Tract 100.37; San Bernardino County; California,2682,2682,0,100
60710100373,Block Group 3; Census Tract 100.37; San Bernardino County; California,1670,1670,0,100
60710100381,Block Group 1; Census Tract 100.38; San Bernardino County; California,2697,2697,0,100
60710100382,Block Group 2; Census Tract 100.38; San Bernardino County; California,2039,2039,0,100
60710100391,Block Group 1; Census Tract 100.39; San Bernardino County; California,2488,2475,13,99.47749196
60710100401,Block Group 1; Census Tract 100.40; San Bernardino County; California,3287,3287,0,100
60710100411,Block Group 1; Census Tract 100.41; San Bernardino County; California,1721,1380,341,80.18593841
60710100412,Block Group 2; Census Tract 100.41; San Bernardino County; California,2630,2630,0,100
60710100413,Block Group 3; Census Tract 100.41; San Bernardino County; California,1870,1659,211,88.71657754
60710100421,Block Group 1; Census Tract 100.42; San Bernardino County; California,2514,2478,36,98.56801909
60710100422,Block Group 2; Census Tract 100.42; San Bernardino County; California,2732,2670,62,97.73060029
60710103001,Block Group 1; Census Tract 103; San Bernardino County; California,690,0,690,0
60710103002,Block Group 2; Census Tract 103; San Bernardino County; California,953,0,953,0
60710103003,Block Group 3; Census Tract 103; San Bernardino County; California,641,0,641,0
60710103004,Block Group 4; Census Tract 103; San Bernardino County; California,689,0,689,0
60710104021,Block Group 1; Census Tract 104.02; San Bernardino County; California,12280,11665,615,94.99185668
60710104101,Block Group 1; Census Tract 104.10; San Bernardino County; California,1639,0,1639,0
60710104102,Block Group 2; Census Tract 104.10; San Bernardino County; California,1446,0,1446,0
60710104131,Block Group 1; Census Tract 104.13; San Bernardino County; California,1789,1789,0,100
60710104132,Block Group 2; Census Tract 104.13; San Bernardino County; California,1149,677,472,58.9208007
60710104133,Block Group 3; Census Tract 104.13; San Bernardino County; California,1713,1713,0,100
60710104134,Block Group 4; Census Tract 104.13; San Bernardino County; California,1673,1503,170,89.83861327
60710104151,Block Group 1; Census Tract 104.15; San Bernardino County; California,1271,1009,262,79.38630999
60710104152,Block Group 2; Census Tract 104.15; San Bernardino County; California,1329,1233,96,92.7765237
60710104153,Block Group 3; Census Tract 104.15; San Bernardino County; California,1590,1557,33,97.9245283
60710104154,Block Group 4; Census Tract 104.15; San Bernardino County; California,1350,1327,23,98.2962963
60710104171,Block Group 1; Census Tract 104.17; San Bernardino County; California,1793,0,1793,0
60710104172,Block Group 2; Census Tract 104.17; San Bernardino County; California,727,0,727,0
60710104173,Block Group 3; Census Tract 104.17; San Bernardino County; California,737,0,737,0
60710104191,Block Group 1; Census Tract 104.19; San Bernardino County; California,1381,934,447,67.63215062
60710104192,Block Group 2; Census Tract 104.19; San Bernardino County; California,1083,840,243,77.56232687
60710104193,Block Group 3; Census Tract 104.19; San Bernardino County; California,899,333,566,37.04115684
60710104194,Block Group 4; Census Tract 104.19; San Bernardino County; California,749,664,85,88.65153538
60710104201,Block Group 1; Census Tract 104.20; San Bernardino County; California,1654,600,1054,36.27569528
60710104202,Block Group 2; Census Tract 104.20; San Bernardino County; California,1121,0,1121,0
60710104203,Block Group 3; Census Tract 104.20; San Bernardino County; California,1038,999,39,96.24277457
60710104221,Block Group 1; Census Tract 104.22; San Bernardino County; California,573,0,573,0
60710104222,Block Group 2; Census Tract 104.22; San Bernardino County; California,1143,829,314,72.52843395
60710104241,Block Group 1; Census Tract 104.24; San Bernardino County; California,518,0,518,0
60710104242,Block Group 2; Census Tract 104.24; San Bernardino County; California,663,15,648,2.262443439
60710104243,Block Group 3; Census Tract 104.24; San Bernardino County; California,558,0,558,0
60710104251,Block Group 1; Census Tract 104.25; San Bernardino County; California,420,0,420,0
60710104252,Block Group 2; Census Tract 104.25; San Bernardino County; California,406,0,406,0
60710104261,Block Group 1; Census Tract 104.26; San Bernardino County; California,1432,1114,318,77.79329609
60710104262,Block Group 2; Census Tract 104.26; San Bernardino County; California,588,187,401,31.80272109
60710104271,Block Group 1; Census Tract 104.27; San Bernardino County; California,1718,1698,20,98.83585565
60710104272,Block Group 2; Census Tract 104.27; San Bernardino County; California,1087,1078,9,99.17203312
60710104281,Block Group 1; Census Tract 104.28; San Bernardino County; California,1031,213,818,20.65955383
60710104282,Block Group 2; Census Tract 104.28; San Bernardino County; California,1405,924,481,65.76512456
60710104283,Block Group 3; Census Tract 104.28; San Bernardino County; California,1796,1259,537,70.10022272
60710104291,Block Group 1; Census Tract 104.29; San Bernardino County; California,1195,708,487,59.24686192
60710104292,Block Group 2; Census Tract 104.29; San Bernardino County; California,1888,1888,0,100
60710104293,Block Group 3; Census Tract 104.29; San Bernardino County; California,1162,1162,0,100
60710104301,Block Group 1; Census Tract 104.30; San Bernardino County; California,1846,1597,249,86.51137595
60710104302,Block Group 2; Census Tract 104.30; San Bernardino County; California,2069,2069,0,100
60710104311,Block Group 1; Census Tract 104.31; San Bernardino County; California,281,0,281,0
60710104312,Block Group 2; Census Tract 104.31; San Bernardino County; California,692,0,692,0
60710104313,Block Group 3; Census Tract 104.31; San Bernardino County; California,334,0,334,0
60710104321,Block Group 1; Census Tract 104.32; San Bernardino County; California,1759,111,1648,6.310403638
60710104331,Block Group 1; Census Tract 104.33; San Bernardino County; California,1858,1858,0,100
60710104332,Block Group 2; Census Tract 104.33; San Bernardino County; California,1336,1336,0,100
60710104333,Block Group 3; Census Tract 104.33; San Bernardino County; California,1160,1137,23,98.01724138
60710104341,Block Group 1; Census Tract 104.34; San Bernardino County; California,1443,1183,260,81.98198198
60710104351,Block Group 1; Census Tract 104.35; San Bernardino County; California,678,0,678,0
60710104352,Block Group 2; Census Tract 104.35; San Bernardino County; California,770,0,770,0
60710104353,Block Group 3; Census Tract 104.35; San Bernardino County; California,759,0,759,0
60710104361,Block Group 1; Census Tract 104.36; San Bernardino County; California,668,0,668,0
60710104362,Block Group 2; Census Tract 104.36; San Bernardino County; California,394,0,394,0
60710107001,Block Group 1; Census Tract 107; San Bernardino County; California,895,895,0,100
60710107002,Block Group 2; Census Tract 107; San Bernardino County; California,1575,1487,88,94.41269841
60710107003,Block Group 3; Census Tract 107; San Bernardino County; California,1261,1261,0,100
60710108031,Block Group 1; Census Tract 108.03; San Bernardino County; California,874,874,0,100
60710108032,Block Group 2; Census Tract 108.03; San Bernardino County; California,783,783,0,100
60710108033,Block Group 3; Census Tract 108.03; San Bernardino County; California,1100,1100,0,100
60710108034,Block Group 4; Census Tract 108.03; San Bernardino County; California,912,912,0,100
60710108041,Block Group 1; Census Tract 108.04; San Bernardino County; California,1255,842,413,67.09163347
60710108042,Block Group 2; Census Tract 108.04; San Bernardino County; California,1250,1250,0,100
60710108043,Block Group 3; Census Tract 108.04; San Bernardino County; California,675,675,0,100
60710108051,Block Group 1; Census Tract 108.05; San Bernardino County; California,1436,641,795,44.63788301
60710108052,Block Group 2; Census Tract 108.05; San Bernardino County; California,1198,1198,0,100
60710108061,Block Group 1; Census Tract 108.06; San Bernardino County; California,1251,1034,217,82.6538769
60710108062,Block Group 2; Census Tract 108.06; San Bernardino County; California,919,919,0,100
60710108063,Block Group 3; Census Tract 108.06; San Bernardino County; California,979,527,452,53.83043922
60710109031,Block Group 1; Census Tract 109.03; San Bernardino County; California,1091,993,98,91.01741522
60710109032,Block Group 2; Census Tract 109.03; San Bernardino County; California,735,735,0,100
60710109033,Block Group 3; Census Tract 109.03; San Bernardino County; California,911,911,0,100
60710109041,Block Group 1; Census Tract 109.04; San Bernardino County; California,696,668,28,95.97701149
60710109042,Block Group 2; Census Tract 109.04; San Bernardino County; California,962,962,0,100
60710109043,Block Group 3; Census Tract 109.04; San Bernardino County; California,1006,1006,0,100
60710109051,Block Group 1; Census Tract 109.05; San Bernardino County; California,1015,935,80,92.1182266
60710109052,Block Group 2; Census Tract 109.05; San Bernardino County; California,552,552,0,100
60710109053,Block Group 3; Census Tract 109.05; San Bernardino County; California,721,721,0,100
60710109061,Block Group 1; Census Tract 109.06; San Bernardino County; California,571,571,0,100
60710109062,Block Group 2; Census Tract 109.06; San Bernardino County; California,587,521,66,88.75638842
60710110021,Block Group 1; Census Tract 110.02; San Bernardino County; California,854,689,165,80.67915691
60710110022,Block Group 2; Census Tract 110.02; San Bernardino County; California,892,794,98,89.01345291
60710110031,Block Group 1; Census Tract 110.03; San Bernardino County; California,648,648,0,100
60710110032,Block Group 2; Census Tract 110.03; San Bernardino County; California,791,791,0,100
60710110041,Block Group 1; Census Tract 110.04; San Bernardino County; California,1118,1102,16,98.56887299
60710111011,Block Group 1; Census Tract 111.01; San Bernardino County; California,911,911,0,100
60710111012,Block Group 2; Census Tract 111.01; San Bernardino County; California,1059,1059,0,100
60710111013,Block Group 3; Census Tract 111.01; San Bernardino County; California,987,987,0,100
60710111014,Block Group 4; Census Tract 111.01; San Bernardino County; California,986,753,233,76.36916836
60710111021,Block Group 1; Census Tract 111.02; San Bernardino County; California,930,730,200,78.49462366
60710111022,Block Group 2; Census Tract 111.02; San Bernardino County; California,944,873,71,92.47881356
60710111023,Block Group 3; Census Tract 111.02; San Bernardino County; California,441,0,441,0
60710112031,Block Group 1; Census Tract 112.03; San Bernardino County; California,895,895,0,100
60710112032,Block Group 2; Census Tract 112.03; San Bernardino County; California,430,430,0,100
60710112041,Block Group 1; Census Tract 112.04; San Bernardino County; California,332,332,0,100
60710112042,Block Group 2; Census Tract 112.04; San Bernardino County; California,496,496,0,100
60710112043,Block Group 3; Census Tract 112.04; San Bernardino County; California,413,413,0,100
60710112051,Block Group 1; Census Tract 112.05; San Bernardino County; California,1355,1355,0,100
60710112061,Block Group 1; Census Tract 112.06; San Bernardino County; California,348,348,0,100
60710112062,Block Group 2; Census Tract 112.06; San Bernardino County; California,717,717,0,100
60710113001,Block Group 1; Census Tract 113; San Bernardino County; California,522,14,508,2.681992337
60710113002,Block Group 2; Census Tract 113; San Bernardino County; California,1000,811,189,81.1
60710114041,Block Group 1; Census Tract 114.04; San Bernardino County; California,1297,1202,95,92.67540478
60710114042,Block Group 2; Census Tract 114.04; San Bernardino County; California,1211,969,242,80.01651528
60710114043,Block Group 3; Census Tract 114.04; San Bernardino County; California,669,0,669,0
60710114044,Block Group 4; Census Tract 114.04; San Bernardino County; California,725,396,329,54.62068966
60710114051,Block Group 1; Census Tract 114.05; San Bernardino County; California,493,493,0,100
60710114052,Block Group 2; Census Tract 114.05; San Bernardino County; California,466,466,0,100
60710114053,Block Group 3; Census Tract 114.05; San Bernardino County; California,727,727,0,100
60710114061,Block Group 1; Census Tract 114.06; San Bernardino County; California,1483,1483,0,100
60710114062,Block Group 2; Census Tract 114.06; San Bernardino County; California,1095,1095,0,100
60710114071,Block Group 1; Census Tract 114.07; San Bernardino County; California,1077,1077,0,100
60710114072,Block Group 2; Census Tract 114.07; San Bernardino County; California,869,869,0,100
60710114081,Block Group 1; Census Tract 114.08; San Bernardino County; California,903,903,0,100
60710114082,Block Group 2; Census Tract 114.08; San Bernardino County; California,936,936,0,100
60710115001,Block Group 1; Census Tract 115; San Bernardino County; California,878,0,878,0
60710115002,Block Group 2; Census Tract 115; San Bernardino County; California,1231,71,1160,5.767668562
60710116011,Block Group 1; Census Tract 116.01; San Bernardino County; California,1324,1146,178,86.55589124
60710116012,Block Group 2; Census Tract 116.01; San Bernardino County; California,1260,1093,167,86.74603175
60710116013,Block Group 3; Census Tract 116.01; San Bernardino County; California,1968,1968,0,100
60710116014,Block Group 4; Census Tract 116.01; San Bernardino County; California,1768,1701,67,96.21040724
60710116021,Block Group 1; Census Tract 116.02; San Bernardino County; California,1366,0,1366,0
60710116022,Block Group 2; Census Tract 116.02; San Bernardino County; California,209,0,209,0
60710117001,Block Group 1; Census Tract 117; San Bernardino County; California,1432,0,1432,0
60710118011,Block Group 1; Census Tract 118.01; San Bernardino County; California,1833,1716,117,93.61702128
60710118012,Block Group 2; Census Tract 118.01; San Bernardino County; California,2216,2084,132,94.0433213
60710118021,Block Group 1; Census Tract 118.02; San Bernardino County; California,2027,1801,226,88.85051801
60710118022,Block Group 2; Census Tract 118.02; San Bernardino County; California,1250,580,670,46.4
60710119001,Block Group 1; Census Tract 119; San Bernardino County; California,479,0,479,0
60710119002,Block Group 2; Census Tract 119; San Bernardino County; California,338,0,338,0
60710119003,Block Group 3; Census Tract 119; San Bernardino County; California,742,533,209,71.8328841
60710119004,Block Group 4; Census Tract 119; San Bernardino County; California,1044,329,715,31.51340996
60710120011,Block Group 1; Census Tract 120.01; San Bernardino County; California,2084,1755,329,84.21305182
60710120012,Block Group 2; Census Tract 120.01; San Bernardino County; California,1351,1351,0,100
60710120013,Block Group 3; Census Tract 120.01; San Bernardino County; California,1751,1751,0,100
60710120014,Block Group 4; Census Tract 120.01; San Bernardino County; California,1165,888,277,76.22317597
60710120021,Block Group 1; Census Tract 120.02; San Bernardino County; California,485,437,48,90.10309278
60710120022,Block Group 2; Census Tract 120.02; San Bernardino County; California,1397,1337,60,95.70508232
60710120023,Block Group 3; Census Tract 120.02; San Bernardino County; California,1112,1112,0,100
60710120024,Block Group 4; Census Tract 120.02; San Bernardino County; California,2153,2153,0,100
60710120025,Block Group 5; Census Tract 120.02; San Bernardino County; California,735,544,191,74.01360544
60710121011,Block Group 1; Census Tract 121.01; San Bernardino County; California,953,593,360,62.22455404
60710121012,Block Group 2; Census Tract 121.01; San Bernardino County; California,801,702,99,87.64044944
60710121013,Block Group 3; Census Tract 121.01; San Bernardino County; California,2153,1767,386,82.0715281
60710121014,Block Group 4; Census Tract 121.01; San Bernardino County; California,2078,1731,347,83.3012512
60710121031,Block Group 1; Census Tract 121.03; San Bernardino County; California,1476,0,1476,0
60710121032,Block Group 2; Census Tract 121.03; San Bernardino County; California,1914,0,1914,0
60710121051,Block Group 1; Census Tract 121.05; San Bernardino County; California,1849,41,1808,2.217414819
60710121052,Block Group 2; Census Tract 121.05; San Bernardino County; California,1106,149,957,13.47197107
60710121061,Block Group 1; Census Tract 121.06; San Bernardino County; California,1500,0,1500,0
60710121062,Block Group 2; Census Tract 121.06; San Bernardino County; California,607,0,607,0
60710122011,Block Group 1; Census Tract 122.01; San Bernardino County; California,3950,3950,0,100
60710122012,Block Group 2; Census Tract 122.01; San Bernardino County; California,5052,5052,0,100
60710122021,Block Group 1; Census Tract 122.02; San Bernardino County; California,2898,2898,0,100
60710123001,Block Group 1; Census Tract 123; San Bernardino County; California,1481,1481,0,100
60710124001,Block Group 1; Census Tract 124; San Bernardino County; California,1172,1172,0,100
60710124002,Block Group 2; Census Tract 124; San Bernardino County; California,979,979,0,100
60710124003,Block Group 3; Census Tract 124; San Bernardino County; California,989,989,0,100
60710125001,Block Group 1; Census Tract 125; San Bernardino County; California,1079,1079,0,100
60710125002,Block Group 2; Census Tract 125; San Bernardino County; California,1277,1277,0,100
60710125003,Block Group 3; Census Tract 125; San Bernardino County; California,928,928,0,100
60710125004,Block Group 4; Census Tract 125; San Bernardino County; California,1045,1045,0,100
60710127001,Block Group 1; Census Tract 127; San Bernardino County; California,1864,1864,0,100
60710127002,Block Group 2; Census Tract 127; San Bernardino County; California,2136,2136,0,100
60710250001,Block Group 1; Census Tract 250; San Bernardino County; California,8111,8096,15,99.81506596
60710251001,Block Group 1; Census Tract 251; San Bernardino County; California,1018,863,155,84.7740668
60710251002,Block Group 2; Census Tract 251; San Bernardino County; California,1020,247,773,24.21568627
60719401001,Block Group 1; Census Tract 9401; San Bernardino County; California,1213,711,502,58.61500412
60719801001,Block Group 1; Census Tract 9801; San Bernardino County; California,4,4,0,100
60719802001,Block Group 1; Census Tract 9802; San Bernardino County; California,3953,3953,0,100
