GEOID,Latitude,Longitude
060379108082,-118.39634138292182,34.44035623117408
060133560012,-122.25534168557556,38.02441730368843
060133570003,-122.21337830136741,38.05641093323877
060371432001,-118.36741856939628,34.148054380818394
060371432002,-118.37124622573747,34.15101018834578
060375424011,-118.20639607987853,33.89420960577234
060375424013,-118.2148908922755,33.890546561360665
060375424014,-118.21499286551955,33.89418950759743
060375424022,-118.2117046018026,33.88308275519592
060375433224,-118.25068227019968,33.84997430690181
060375433225,-118.26317253951505,33.854854732021884
060375434001,-118.26932498608807,33.86489558713276
060375434002,-118.27048003355803,33.86148511849728
060590626282,-117.80803842902098,33.65052537928135
060590626291,-117.8161861162511,33.633893341517314
060133230001,-122.06432921385263,37.9512487731656
060590740031,-117.86386654605927,33.70044998046051
060375434003,-118.27338657403307,33.854505443971426
060375435031,-118.29404342659386,33.834472858493655
060375435032,-118.28853598163673,33.83707263320766
060375436011,-118.28445803702161,33.82167941007048
060375424023,-118.21229912886665,33.87712469505837
060375425011,-118.23456593311337,33.89143850077359
060375425012,-118.2397924043596,33.89351111238314
060375426011,-118.22399076295521,33.90624973907565
060375426021,-118.22309378568269,33.899595825429046
060375432012,-118.23242508337806,33.88471569058393
060590525213,-117.82958802749782,33.683326183356535
060133373001,-122.01425298758939,37.93414267977499
060133373002,-122.01903086186594,37.9385004142362
060133560011,-122.25312132775946,38.02085849811105
060390005092,-119.86707643128908,36.93029510911738
060390005093,-119.83913192111518,36.9632643949248
060390006042,-120.0707965728407,36.97916820851867
060390006021,-120.05184066804298,36.97235176191046
061130107014,-121.74240542908214,38.54469861030959
061130106082,-121.72169663359759,38.53908412856898
061130112042,-121.77022111897381,38.65934311910405
060270004002,-118.40038615239804,37.36136985886379
060014501021,-121.89220670327558,37.72105696998232
060014287001,-122.28389361118327,37.78239016594315
060014382032,-122.06781144041442,37.629161004603
060014382042,-122.05724754461224,37.63114483287561
060590117112,-117.87070796095479,33.88351162048484
060590117113,-117.87028187690663,33.8898727864282
060590117115,-117.8734311404685,33.8856733412616
060590117121,-117.87278775739767,33.875829495043455
060590117122,-117.87404742214594,33.87891392290348
060590117123,-117.86594292876212,33.87559832406853
060590117151,-117.84840282437295,33.88655483648926
060014403073,-122.04401024318548,37.591445724186244
060014403361,-122.02027226010405,37.583719103411674
061070010051,-119.35872733001885,36.33452618796324
061070010061,-119.32221892602061,36.334620410701845
060250102002,-115.62586929023097,33.03735191913271
060014446021,-121.99743967380647,37.52243738561937
060590219182,-117.79055633226764,33.79200807135889
060590219183,-117.79733828984,33.80470490853644
060590631024,-117.89148525280983,33.65423861634657
060590111011,-117.9460162668575,33.862943952805864
060590018024,-117.96934372801582,33.85790334204741
060590423051,-117.74340149843181,33.496390552613214
060590320343,-117.62373556835236,33.637863135940414
060590740042,-117.86887124538993,33.70525407587121
060590759025,-117.852554654501,33.78426919601633
060590525193,-117.8176042992429,33.67128781842458
060590881042,-117.99476251548403,33.78567622008169
060590996041,-118.0200836077474,33.74078808166533
060590320202,-117.63655348908956,33.610649737975386
060590320203,-117.65380820240165,33.60319636164794
060590320222,-117.66670095235726,33.558469001381106
060590320223,-117.66473517574347,33.54236387036944
060590421091,-117.60223784517312,33.44911840065062
060590421092,-117.5986285243971,33.44287178519102
060590421093,-117.59748816126012,33.440034852102606
060590421111,-117.63190246039358,33.45439307160465
060590422011,-117.67448563509663,33.475686259222414
060590422031,-117.65677390961923,33.47309127624738
060590422014,-117.66266850833381,33.45867229536155
060590423071,-117.6908037429937,33.596984470968096
060590423072,-117.69611484946947,33.603034017481384
060590423073,-117.6827619311206,33.59765343096402
060590423075,-117.69689364184369,33.59663122002685
060014403362,-122.01651120015744,37.580233447166904
060014415214,-122.05563494358351,37.57712534434842
060014422001,-121.94831845493442,37.53676408123035
060014416013,-122.0328987624569,37.56097041495563
060014419261,-121.98027620835931,37.541361202711386
061070020024,-119.31879334220513,36.31657749613601
060590423131,-117.69904168889892,33.4600657383407
060590423133,-117.70140286447773,33.46870752812731
060590423134,-117.69161047190667,33.46907867920559
060590423135,-117.69587844375884,33.470025271330464
060590423151,-117.67743185001608,33.55298434679767
060590423233,-117.7187534715418,33.47044440053582
060250105002,-115.54728893511255,32.99038149396732
060250105003,-115.55041724829474,32.981832455008444
060250105004,-115.5394915000274,32.98511672559946
060250106001,-115.53951115711293,32.97498546346148
060250106002,-115.53516007584037,32.97060632982812
060250106003,-115.5511177919782,32.974814580130456
061070020032,-119.3272736775529,36.31064901295889
061070020033,-119.32701436010048,36.3070494750411
061070020034,-119.3270700875222,36.30199460916835
061070020035,-119.31815679324903,36.30207341667307
061070020041,-119.33635136862381,36.31035970410809
061070020043,-119.33474876163412,36.302546325542245
060590423234,-117.71040231337689,33.47514501263015
060590423241,-117.72664948457013,33.49258519349773
060590423311,-117.69985960097027,33.51551478282181
060590423312,-117.68637248794155,33.51992465382796
060590423323,-117.70531578799213,33.49847904284609
060590423332,-117.68181901763981,33.573502537741675
060590524212,-117.75986522141186,33.71884637160438
060590218131,-117.81661220838905,33.859162826288426
060590626192,-117.76196001668221,33.54297578437322
060590626225,-117.72446785269953,33.616832640417634
060590626251,-117.70478722041689,33.599384517626966
060590626252,-117.70603698018905,33.59634106717247
